fps,case,time,step,state,speed,x,y,z,sprint,dodge,input_paused,left_foot_x,left_foot_z,right_foot_x,right_foot_z
60,6,2.1500,2,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.13,9.09,-36.68,9.46
60,6,2.1667,2,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.15,9.13,-36.68,9.46
60,6,2.1833,2,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.16,9.15,-36.68,9.45
60,6,2.2000,2,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.16,9.15,-36.69,9.45
60,6,2.2167,2,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.15,9.14,-36.70,9.44
60,6,2.2333,2,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.14,9.12,-36.71,9.43
60,6,2.2500,2,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.15,9.12,-36.71,9.43
60,6,2.2667,2,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.14,9.11,-36.71,9.43
60,6,2.2833,2,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.14,9.11,-36.72,9.43
60,6,2.3000,2,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.14,9.10,-36.72,9.42
60,6,2.3167,2,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.13,9.09,-36.72,9.42
60,6,2.3333,2,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.13,9.09,-36.73,9.42
60,6,2.3500,2,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.13,9.08,-36.73,9.42
60,7,0.0000,0,Ground,0.00,0.00,-900.00,98.00,0,0,0,29.06,16.79,-36.75,17.26
60,7,0.0167,0,JumpStart,0.00,0.00,-900.00,108.70,0,0,0,27.24,26.65,-37.65,27.57
60,7,0.0333,0,JumpStart,0.00,0.00,-900.00,119.12,0,0,0,17.76,34.16,-41.15,37.40
60,7,0.0500,0,JumpStart,0.00,0.00,-900.00,129.28,0,0,0,6.98,46.32,-37.48,52.40
60,7,0.0667,0,JumpStart,0.00,0.00,-900.00,139.16,0,0,0,1.69,61.52,-29.67,69.53
60,7,0.0833,0,JumpStart,0.00,0.00,-900.00,148.76,0,0,0,0.62,73.40,-22.32,85.90
60,7,0.1000,0,JumpStart,0.00,0.00,-900.00,158.10,0,0,0,1.77,83.83,-15.59,99.64
60,7,0.1167,1,JumpStart,0.00,0.00,-900.00,167.16,0,0,0,5.74,95.57,-8.53,111.99
60,7,0.1333,1,JumpStart,0.00,0.00,-900.00,175.96,0,0,0,10.13,106.48,-0.51,125.66
60,7,0.1500,1,JumpStart,0.00,0.00,-900.00,184.48,0,0,0,12.15,119.77,6.55,139.58
60,7,0.1667,1,JumpStart,0.00,0.00,-900.00,192.72,0,0,0,12.07,131.32,11.45,152.51
60,7,0.1833,1,JumpStart,0.00,0.00,-900.00,200.70,0,0,0,10.89,141.86,14.90,164.72
60,7,0.2000,1,JumpStart,0.00,0.00,-900.00,208.40,0,0,0,9.59,152.19,17.64,176.57
60,7,0.2167,1,JumpStart,0.00,0.00,-900.00,215.83,0,0,0,9.09,163.07,20.34,188.51
60,7,0.2333,1,JumpStart,0.00,0.00,-900.00,222.99,0,0,0,10.19,175.18,23.60,201.07
60,7,0.2500,1,JumpStart,0.00,0.00,-900.00,229.88,0,0,0,12.32,188.51,26.98,214.04
60,7,0.2667,1,JumpStart,0.00,0.00,-900.00,236.49,0,0,0,14.24,202.45,29.59,226.67
60,7,0.2833,1,JumpStart,0.00,0.00,-900.00,242.83,0,0,0,15.72,216.67,31.42,238.72
60,7,0.3000,1,JumpStart,0.00,0.00,-900.00,248.90,0,0,0,16.59,230.69,32.49,250.00
60,7,0.3167,1,JumpStart,0.00,0.00,-900.00,254.70,0,0,0,16.88,244.02,32.94,260.32
60,7,0.3333,1,JumpStart,0.00,0.00,-900.00,260.22,0,0,0,16.74,256.15,32.89,269.59
60,7,0.3500,1,JumpStart,0.00,0.00,-900.00,265.48,0,0,0,16.41,266.64,32.52,277.74
60,7,0.3667,1,JumpStart,0.00,0.00,-900.00,270.46,0,0,0,16.16,275.10,31.99,284.76
60,7,0.3833,1,JumpStart,0.00,0.00,-900.00,275.16,0,0,0,16.22,281.22,31.42,290.63
60,7,0.4000,1,JumpStart,0.00,0.00,-900.00,279.60,0,0,0,16.69,285.31,30.86,295.59
60,7,0.4167,1,JumpStart,0.00,0.00,-900.00,283.76,0,0,0,17.47,287.99,30.35,299.87
60,7,0.4333,1,JumpStart,0.00,0.00,-900.00,287.66,0,0,0,18.50,289.37,29.86,303.53
60,7,0.4500,1,JumpStart,0.00,0.00,-900.00,291.28,0,0,0,19.65,289.58,29.36,306.58
60,7,0.4667,1,JumpStart,0.00,0.00,-900.00,294.62,0,0,0,20.83,288.75,28.84,309.06
60,7,0.4833,1,JumpStart,0.00,0.00,-900.00,297.70,0,0,0,21.93,287.04,28.25,310.99
60,7,0.5000,1,JumpStart,0.00,0.00,-900.00,300.50,0,0,0,22.85,284.60,27.56,312.39
60,7,0.5167,1,JumpStart,0.00,0.00,-900.00,303.03,0,0,0,23.52,281.62,26.72,313.28
60,7,0.5333,1,JumpLoop,0.00,0.00,-900.00,305.29,0,0,0,23.74,277.19,25.44,313.08
60,7,0.5500,1,JumpLoop,0.00,0.00,-900.00,307.28,0,0,0,23.23,271.24,23.44,311.56
60,7,0.5667,1,JumpLoop,0.00,0.00,-900.00,308.99,0,0,0,21.96,265.01,20.82,309.26
60,7,0.5833,1,JumpLoop,0.00,0.00,-900.00,310.43,0,0,0,20.19,259.61,17.91,306.85
60,7,0.6000,1,JumpLoop,0.00,0.00,-900.00,311.60,0,0,0,18.25,255.46,15.00,304.68
60,7,0.6167,1,JumpLoop,0.00,0.00,-900.00,312.50,0,0,0,16.34,252.35,12.29,302.68
60,7,0.6333,1,JumpLoop,0.00,0.00,-900.00,313.12,0,0,0,14.67,249.95,9.95,300.79
60,7,0.6500,1,JumpLoop,0.00,0.00,-900.00,313.48,0,0,0,13.40,248.03,8.11,299.02
60,7,0.6667,1,JumpLoop,0.00,0.00,-900.00,313.56,0,0,0,12.60,246.44,6.85,297.41
60,7,0.6833,1,JumpLoop,0.00,0.00,-900.00,313.36,0,0,0,12.26,245.18,6.18,296.07
60,7,0.7000,1,JumpLoop,0.00,0.00,-900.00,312.90,0,0,0,12.27,244.20,5.97,295.04
60,7,0.7167,1,JumpLoop,0.00,0.00,-900.00,312.16,0,0,0,12.45,243.34,6.01,294.16
60,7,0.7333,1,JumpLoop,0.00,0.00,-900.00,311.16,0,0,0,12.61,242.28,6.01,293.10
60,7,0.7500,1,JumpLoop,0.00,0.00,-900.00,309.87,0,0,0,12.76,240.96,5.95,291.76
60,7,0.7667,1,JumpLoop,0.00,0.00,-900.00,308.32,0,0,0,12.92,239.36,5.81,290.14
60,7,0.7833,1,JumpLoop,0.00,0.00,-900.00,306.50,0,0,0,13.09,237.50,5.61,288.24
60,7,0.8000,1,JumpLoop,0.00,0.00,-900.00,304.40,0,0,0,13.28,235.36,5.37,286.05
60,7,0.8167,1,JumpLoop,0.00,0.00,-900.00,302.03,0,0,0,13.46,232.96,5.09,283.59
60,7,0.8333,1,JumpLoop,0.00,0.00,-900.00,299.39,0,0,0,13.64,230.29,4.78,280.86
60,7,0.8500,1,JumpLoop,0.00,0.00,-900.00,296.47,0,0,0,13.82,227.34,4.46,277.85
60,7,0.8667,1,JumpLoop,0.00,0.00,-900.00,293.29,0,0,0,13.97,224.13,4.13,274.57
60,7,0.8833,1,JumpLoop,0.00,0.00,-900.00,289.83,0,0,0,14.11,220.65,3.82,271.03
60,7,0.9000,1,JumpLoop,0.00,0.00,-900.00,286.10,0,0,0,14.23,216.90,3.52,267.22
60,7,0.9167,1,JumpLoop,0.00,0.00,-900.00,282.10,0,0,0,14.31,212.88,3.26,263.15
60,7,0.9333,1,JumpLoop,0.00,0.00,-900.00,277.82,0,0,0,14.36,208.59,3.05,258.82
60,7,0.9500,1,JumpLoop,0.00,0.00,-900.00,273.27,0,0,0,14.37,204.03,2.86,254.22
60,7,0.9667,1,JumpLoop,0.00,0.00,-900.00,268.46,0,0,0,14.34,199.20,2.68,249.36
60,7,0.9833,1,JumpLoop,0.00,0.00,-900.00,263.36,0,0,0,14.28,194.09,2.49,244.22
60,7,1.0000,1,JumpLoop,0.00,0.00,-900.00,258.00,0,0,0,14.18,188.72,2.30,238.81
60,7,1.0167,1,JumpLoop,0.00,0.00,-900.00,252.36,0,0,0,14.07,183.07,2.13,233.14
60,7,1.0333,1,JumpLoop,0.00,0.00,-900.00,246.46,0,0,0,13.93,177.16,1.95,227.20
60,7,1.0500,1,JumpLoop,0.00,0.00,-900.00,240.27,0,0,0,13.79,170.98,1.80,220.99
60,7,1.0667,1,JumpLoop,0.00,0.00,-900.00,233.82,0,0,0,13.64,164.54,1.66,214.51
60,7,1.0833,1,JumpLoop,0.00,0.00,-900.00,227.10,0,0,0,13.49,157.83,1.54,207.77
60,7,1.1000,1,JumpLoop,0.00,0.00,-900.00,220.10,0,0,0,13.34,150.85,1.45,200.77
60,7,1.1167,1,JumpLoop,0.00,0.00,-900.00,212.83,0,0,0,13.19,143.62,1.39,193.51
60,7,1.1333,1,JumpLoop,0.00,0.00,-900.00,205.29,0,0,0,13.01,136.12,1.35,185.99
60,7,1.1500,1,JumpLoop,0.00,0.00,-900.00,197.47,0,0,0,12.82,128.34,1.35,178.21
60,7,1.1667,1,JumpLoop,0.00,0.00,-900.00,189.39,0,0,0,12.61,120.30,1.40,170.19
60,7,1.1833,1,JumpLoop,0.00,0.00,-900.00,181.03,0,0,0,12.37,111.99,1.50,161.94
60,7,1.2000,1,JumpLoop,0.00,0.00,-900.00,172.40,0,0,0,12.11,103.41,1.65,153.43
60,7,1.2167,1,JumpLoop,0.00,0.00,-900.00,163.50,0,0,0,11.84,94.57,1.83,144.67
60,7,1.2333,1,JumpLoop,0.00,0.00,-900.00,154.32,0,0,0,11.58,85.44,2.04,135.65
60,7,1.2500,1,JumpLoop,0.00,0.00,-900.00,144.87,0,0,0,11.32,76.05,2.26,126.37
60,7,1.2667,1,JumpLoop,0.00,0.00,-900.00,135.16,0,0,0,11.07,66.37,2.50,116.81
60,7,1.2833,1,JumpLoop,0.00,0.00,-900.00,125.16,0,0,0,10.85,56.43,2.75,106.98
60,7,1.3000,1,JumpLoop,0.00,0.00,-900.00,114.90,0,0,0,10.66,46.20,2.99,96.85
60,7,1.3167,1,JumpLoop,0.00,0.00,-900.00,104.36,0,0,0,10.50,35.70,3.23,86.45
60,7,1.3333,1,JumpLoop,0.00,0.00,-900.00,93.56,0,0,0,10.40,24.91,3.45,75.74
60,7,1.3500,1,JumpEnd,0.00,0.00,-900.00,90.15,0,0,1,10.30,21.46,3.56,72.24
60,7,1.3667,1,JumpEnd,0.00,0.00,-900.00,90.15,0,0,1,9.90,20.80,3.05,70.94
60,7,1.3833,1,JumpEnd,0.00,0.00,-900.00,90.15,0,0,1,9.58,18.99,1.28,67.12
60,7,1.4000,2,JumpStart,0.00,0.00,-900.00,100.85,0,0,0,10.18,24.91,-4.68,63.56
60,7,1.4167,2,JumpStart,0.00,0.00,-900.00,111.27,0,0,0,7.32,31.04,-17.59,52.50
60,7,1.4333,2,JumpStart,0.00,0.00,-900.00,121.43,0,0,0,2.37,42.13,-27.10,52.53
60,7,1.4500,2,JumpStart,0.00,0.00,-900.00,131.31,0,0,0,0.70,54.65,-27.85,62.84
60,7,1.4667,2,JumpStart,0.00,0.00,-900.00,140.91,0,0,0,0.62,65.55,-22.32,78.05
60,7,1.4833,2,JumpStart,0.00,0.00,-900.00,150.25,0,0,0,1.77,75.98,-15.59,91.79
60,7,1.5000,2,JumpStart,0.00,0.00,-900.00,159.31,0,0,0,5.74,87.72,-8.53,104.14
60,8,0.0000,0,JumpStart,0.00,0.00,-900.00,98.00,0,0,0,17.47,102.22,30.35,114.11
60,8,0.0167,0,JumpStart,23.89,0.20,-900.00,97.86,0,0,0,18.69,99.58,30.05,113.73
60,8,0.0333,0,JumpStart,47.79,0.80,-900.00,97.46,0,0,0,20.45,95.76,30.16,112.76
60,8,0.0500,0,JumpStart,59.73,1.69,-900.00,96.77,0,0,0,22.53,90.90,30.54,111.21
60,8,0.0667,0,JumpStart,71.68,2.79,-900.00,95.82,0,0,0,24.72,85.16,31.04,109.11
60,8,0.0833,0,JumpStart,83.63,4.08,-900.00,94.60,0,0,0,26.94,78.70,31.64,106.48
60,8,0.1000,0,JumpStart,95.57,5.58,-900.00,93.10,0,0,0,29.09,71.69,32.30,103.35
60,8,0.1167,0,JumpLoop,107.52,7.27,-900.00,91.33,0,0,0,31.01,63.23,32.71,99.12
60,8,0.1333,0,JumpLoop,119.47,9.16,-900.00,89.29,0,0,0,32.39,53.26,32.60,93.57
60,8,0.1500,0,JumpEnd,0.00,10.11,-900.00,90.15,0,0,1,31.83,45.62,30.60,89.83
60,8,0.1667,0,JumpEnd,0.00,10.11,-900.00,90.15,0,0,1,29.06,37.62,26.50,83.82
60,8,0.1833,0,JumpEnd,0.00,10.11,-900.00,90.15,0,0,1,25.88,30.55,21.18,75.90
60,8,0.2000,0,JumpEnd,0.00,10.11,-900.00,90.15,0,0,1,23.02,23.62,14.40,65.60
60,8,0.2167,0,Ground,0.00,10.11,-900.00,90.15,0,0,1,21.85,16.68,5.52,50.20
60,8,0.2333,0,Ground,0.00,10.11,-900.00,90.15,0,0,1,23.47,11.73,-5.21,32.44
60,8,0.2500,0,Ground,0.00,10.11,-900.00,90.15,0,0,1,26.84,9.32,-14.48,18.81
60,8,0.2667,0,Ground,0.00,10.11,-900.00,90.15,0,0,1,30.95,8.44,-21.52,10.21
60,8,0.2833,0,Ground,34.13,10.68,-900.00,90.15,0,0,0,35.49,8.44,-24.83,7.35
60,8,0.3000,0,Ground,68.27,11.82,-900.00,90.15,0,0,0,38.97,8.83,-24.47,8.06
60,8,0.3167,1,Crouch,100.00,13.49,-900.00,42.15,0,0,0,39.00,8.52,-19.69,7.98
60,8,0.3333,1,Crouch,100.00,15.15,-900.00,42.15,0,0,0,35.87,8.03,-12.00,5.63
60,8,0.3500,1,Crouch,100.00,16.82,-900.00,42.15,0,0,0,33.61,9.07,-4.19,4.13
60,8,0.3667,1,Crouch,100.00,18.49,-900.00,42.15,0,0,0,33.44,11.59,2.10,4.53
60,8,0.3833,1,Crouch,100.00,20.15,-900.00,42.15,0,0,0,35.17,14.40,6.50,6.37
60,8,0.4000,1,Crouch,100.00,21.82,-900.00,42.15,0,0,0,38.19,16.24,9.26,8.35
60,8,0.4167,1,Crouch,100.00,23.49,-900.00,42.15,0,0,0,42.18,16.47,10.55,9.45
60,8,0.4333,1,Crouch,100.00,25.15,-900.00,42.15,0,0,0,46.89,15.57,10.72,9.64
60,8,0.4500,1,Crouch,100.00,26.82,-900.00,42.15,0,0,0,51.63,14.65,10.92,9.90
60,8,0.4667,1,Crouch,100.00,28.49,-900.00,42.15,0,0,0,56.35,13.75,11.17,10.24
60,8,0.4833,1,Crouch,100.00,30.15,-900.00,42.15,0,0,0,61.05,12.90,11.44,10.59
60,8,0.5000,1,Crouch,100.00,31.82,-900.00,42.15,0,0,0,65.70,12.10,11.73,10.92
60,8,0.5167,2,Ground,134.13,34.05,-900.00,90.15,0,0,0,70.81,10.81,12.11,10.40
60,8,0.5333,2,Ground,168.27,36.86,-900.00,90.15,0,0,0,70.63,11.19,13.36,8.56
60,8,0.5500,2,Ground,202.40,40.23,-900.00,90.15,0,0,0,69.30,12.35,15.65,6.36
60,8,0.5667,2,Ground,236.53,44.17,-900.00,90.15,0,0,0,66.35,14.73,19.30,5.29
60,8,0.5833,2,Ground,270.67,48.69,-900.00,90.15,0,0,0,63.87,18.20,23.15,6.46
60,8,0.6000,2,Ground,304.80,53.77,-900.00,90.15,0,0,0,64.34,21.90,26.24,9.32
60,8,0.6167,2,Ground,338.93,59.41,-900.00,90.15,0,0,0,69.05,24.01,28.74,11.95
60,8,0.6333,2,Ground,373.07,65.63,-900.00,90.15,0,0,0,77.08,24.05,31.38,13.38
60,8,0.6500,2,Ground,407.20,72.42,-900.00,90.15,0,0,0,85.82,24.14,34.57,14.96
60,8,0.6667,2,Ground,441.33,79.77,-900.00,90.15,0,0,0,96.05,24.58,38.44,16.85
60,8,0.6833,2,Ground,450.00,87.27,-900.00,90.15,0,0,0,107.05,24.98,42.15,19.10
60,8,0.7000,2,Ground,450.00,94.77,-900.00,90.15,0,0,0,117.85,25.60,45.86,21.62
60,8,0.7167,2,Ground,450.00,102.27,-900.00,90.15,0,0,0,128.95,26.19,49.16,24.67
60,8,0.7333,2,Ground,450.00,109.77,-900.00,90.15,0,0,0,140.27,26.09,52.93,28.11
60,8,0.7500,2,Ground,450.00,117.27,-900.00,90.15,0,0,0,151.46,25.27,57.26,31.71
60,9,0.0000,0,Ground,0.00,0.00,-900.00,98.00,0,0,0,29.10,16.80,-36.72,17.28
60,9,0.0167,0,CrouchIn,0.00,0.00,-900.00,42.15,0,0,1,29.06,8.97,-36.72,9.43
60,9,0.0333,0,CrouchIn,0.00,0.00,-900.00,42.15,0,0,1,28.76,9.00,-36.73,9.43
60,9,0.0500,0,CrouchIn,0.00,0.00,-900.00,42.15,0,0,1,28.17,9.14,-36.79,9.45
60,9,0.0667,0,CrouchIn,0.00,0.00,-900.00,42.15,0,0,1,27.53,9.56,-36.85,9.52
60,9,0.0833,0,CrouchIn,0.00,0.00,-900.00,42.15,0,0,1,27.11,9.92,-36.87,9.60
60,9,0.1000,0,CrouchIn,0.00,0.00,-900.00,42.15,0,0,0,26.83,10.03,-36.90,9.63
60,9,0.1167,0,CrouchIn,0.00,0.00,-900.00,42.15,0,0,0,26.60,10.04,-36.95,9.66
60,9,0.1333,0,CrouchIn,0.00,0.00,-900.00,42.15,0,0,0,26.41,9.98,-36.60,9.78
60,9,0.1500,0,CrouchIn,0.00,0.00,-900.00,42.15,0,0,0,26.28,9.99,-36.33,9.86
60,9,0.1667,0,CrouchIn,0.00,0.00,-900.00,42.15,0,0,0,26.20,10.04,-35.86,10.09
60,9,0.1833,0,CrouchIn,0.00,0.00,-900.00,42.15,0,0,0,26.14,10.09,-35.31,10.38
60,9,0.2000,1,Crouch,0.00,0.00,-900.00,42.15,0,0,1,26.03,9.93,-33.99,10.60
60,9,0.2167,1,Crouch,0.00,0.00,-900.00,42.15,0,0,1,25.91,9.68,-31.72,10.91
60,9,0.2333,1,Crouch,0.00,0.00,-900.00,42.15,0,0,1,25.89,9.61,-29.31,11.52
60,9,0.2500,1,Crouch,0.00,0.00,-900.00,42.15,0,0,1,26.03,9.74,-27.36,12.41
60,9,0.2667,1,Crouch,34.13,0.57,-900.00,42.15,0,0,0,26.63,10.11,-25.31,13.21
60,9,0.2833,1,Crouch,68.27,1.71,-900.00,42.15,0,0,0,27.34,10.82,-22.86,13.39
60,9,0.3000,1,Crouch,100.00,3.37,-900.00,42.15,0,0,0,28.32,11.76,-19.83,12.78
60,9,0.3167,1,Crouch,100.00,5.04,-900.00,42.15,0,0,0,29.77,12.52,-16.98,11.91
60,9,0.3333,1,Crouch,100.00,6.71,-900.00,42.15,0,0,0,32.06,12.94,-14.39,11.31
60,9,0.3500,1,Crouch,100.00,8.37,-900.00,42.15,0,0,0,35.15,12.95,-12.21,11.03
60,9,0.3667,1,Crouch,100.00,10.04,-900.00,42.15,0,0,0,38.88,12.64,-10.50,11.00
60,9,0.3833,1,Crouch,100.00,11.71,-900.00,42.15,0,0,0,43.06,12.12,-9.20,11.10
60,9,0.4000,1,Crouch,100.00,13.37,-900.00,42.15,0,0,0,47.51,11.53,-8.22,11.29
60,10,0.0000,0,Ground,0.00,0.00,-900.00,98.00,0,0,0,29.09,16.84,-36.76,17.25
60,10,0.0167,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.09,8.98,-36.76,9.40
60,10,0.0333,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.08,8.97,-36.76,9.40
60,10,0.0500,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.08,8.97,-36.76,9.40
60,10,0.0667,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.07,8.96,-36.75,9.41
60,10,0.0833,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.07,8.95,-36.75,9.41
60,10,0.1000,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.06,8.95,-36.75,9.41
60,10,0.1167,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.06,8.94,-36.75,9.41
60,10,0.1333,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.06,8.93,-36.75,9.41
60,10,0.1500,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.06,8.93,-36.75,9.41
60,10,0.1667,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.06,8.93,-36.74,9.42
60,10,0.1833,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.06,8.93,-36.74,9.42
60,10,0.2000,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.06,8.93,-36.74,9.42
60,10,0.2167,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.07,8.93,-36.74,9.42
60,10,0.2333,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.07,8.93,-36.74,9.42
60,10,0.2500,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.08,8.93,-36.73,9.43
60,10,0.2667,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.08,8.94,-36.73,9.43
60,10,0.2833,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.08,8.93,-36.73,9.43
60,10,0.3000,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.08,8.94,-36.73,9.43
60,10,0.3167,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.09,8.94,-36.73,9.43
60,10,0.3333,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.09,8.94,-36.72,9.43
60,10,0.3500,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.09,8.94,-36.72,9.43
60,10,0.3667,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.09,8.95,-36.72,9.43
60,10,0.3833,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.09,8.95,-36.72,9.43
60,10,0.4000,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.10,8.95,-36.72,9.43
60,10,0.4167,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.10,8.95,-36.71,9.43
60,10,0.4333,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.10,8.95,-36.71,9.43
60,10,0.4500,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.10,8.96,-36.71,9.44
60,10,0.4667,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.11,8.96,-36.70,9.43
60,10,0.4833,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.11,8.96,-36.70,9.44
60,10,0.5000,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.11,8.96,-36.70,9.44
60,10,0.5167,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.11,8.97,-36.70,9.44
60,10,0.5333,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.11,8.97,-36.70,9.44
60,10,0.5500,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.12,8.97,-36.69,9.44
60,10,0.5667,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.12,8.98,-36.69,9.44
60,10,0.5833,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.12,8.98,-36.69,9.44
60,10,0.6000,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.12,8.98,-36.69,9.44
60,10,0.6167,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.12,8.98,-36.68,9.44
60,10,0.6333,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.12,8.98,-36.68,9.43
60,10,0.6500,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.12,8.98,-36.68,9.43
60,10,0.6667,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.13,8.99,-36.68,9.43
60,10,0.6833,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.13,8.99,-36.67,9.43
60,10,0.7000,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.13,8.99,-36.67,9.43
60,10,0.7167,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.13,8.99,-36.67,9.43
60,10,0.7333,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.13,9.00,-36.67,9.43
60,10,0.7500,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.13,9.00,-36.66,9.43
60,10,0.7667,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.13,9.00,-36.66,9.43
60,10,0.7833,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.13,9.00,-36.66,9.43
60,10,0.8000,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.13,9.00,-36.66,9.43
60,10,0.8167,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.13,9.01,-36.65,9.43
60,10,0.8333,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.13,9.00,-36.65,9.43
60,10,0.8500,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.13,9.01,-36.65,9.43
60,10,0.8667,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.14,9.01,-36.65,9.42
60,10,0.8833,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.14,9.02,-36.65,9.43
60,10,0.9000,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.15,9.03,-36.64,9.43
60,10,0.9167,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.15,9.04,-36.63,9.43
60,10,0.9333,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.15,9.05,-36.63,9.44
60,10,0.9500,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.16,9.06,-36.61,9.44
60,10,0.9667,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.17,9.06,-36.61,9.44
60,10,0.9833,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.17,9.07,-36.60,9.45
60,10,1.0000,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.18,9.08,-36.59,9.46
60,10,1.0167,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.18,9.09,-36.58,9.46
60,10,1.0333,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.19,9.10,-36.58,9.47
60,10,1.0500,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.20,9.11,-36.57,9.47
60,10,1.0667,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.20,9.12,-36.56,9.47
60,10,1.0833,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.20,9.13,-36.55,9.48
60,10,1.1000,0,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.21,9.14,-36.55,9.49
60,10,1.1167,1,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.21,9.14,-36.54,9.49
60,10,1.1333,1,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.21,9.15,-36.54,9.49
60,10,1.1500,1,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.22,9.16,-36.53,9.50
60,10,1.1667,1,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.22,9.17,-36.53,9.50
60,10,1.1833,1,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.23,9.17,-36.53,9.50
60,10,1.2000,1,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.23,9.17,-36.53,9.50
60,10,1.2167,1,Ground,0.00,0.00,-900.00,90.15,0,0,0,29.23,9.18,-36.53,9.50
